"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"ndx - number of people dying between ages x and x+n"," 70-74 years","10884.08144","12680.49042","8909.87756","11212.92383","12842.22443","9240.70068","12132.3629","13593.80935","10263.29689","13580.46458","15000.81","11838.81609","13820.48251","14944.18546","12440.43004"
"ndx - number of people dying between ages x and x+n"," 75-79 years","15152.36659","16621.11117","13404.45551","15536.0238","16952.67007","13772.21134","16291.29259","17254.37957","15136.53434","16736.4062","17337.73466","15986.28106","16317.59737","16961.02679","15695.48959"
"ndx - number of people dying between ages x and x+n"," 80-84 years","19783.96335","19791.27157","19623.65756","19594.50867","19248.94905","19959.89583","20112.81759","19330.30007","20935.19211","18422.12554","17260.97808","19830.44268","17595.15829","16456.45536","18911.68497"
"ndx - number of people dying between ages x and x+n"," 85+ years","33488.37465","24670.6567","43404.01271","31470.60378","22681.18424","41519.91053","26000.32357","18289.6968","35025.49963","21783.81418","15287.83942","29320.80979","20656.23256","14363.47522","27879.89275"
"nLx - person-years lived between ages x and x+n"," &lt;1 year","99391.27075","99354.37202","99432.74059","99179.44686","99123.84432","99242.26875","98796.27243","98722.09679","98883.02272","98096.42431","97984.25305","98228.08725","97731.61784","97579.63307","97901.80385"
"nLx - person-years lived between ages x and x+n"," 1-4 years","397021.735","396842.5253","397223.2686","395990.1662","395726.9765","396287.9017","394115.6757","393756.1522","394536.1034","390659.4928","390114.9186","391297.7585","388242.3355","387509.0469","389064.8795"
"nLx - person-years lived between ages x and x+n"," 5-9 years","495820.5331","495571.1952","496101.3826","494419.4542","494065.4081","494820.6931","491868.585","491375.7506","492444.6225","487162.5555","486420.9241","488030.2318","483328.7248","482343.8299","484434.4793"
"nLx - person-years lived between ages x and x+n"," 10-14 years","495350.8708","495029.8349","495715.2128","493888.9953","493447.9474","494390.9084","491235.6193","490647.1652","491920.5477","486377.5195","485520.6373","487374.0913","482321.603","481270.9474","483498.8835"
"nLx - person-years lived between ages x and x+n"," 15-19  years","494665.6574","494135.071","495272.2234","493153.4369","492483.2653","493916.9802","490366.6587","489524.8407","491335.3549","485311.578","484125.9186","486665.3752","481097.7104","479751.3667","482590.7379"
"nLx - person-years lived between ages x and x+n"," 20-24 years","493526.2264","492564.6392","494623.7075","492010.6075","490938.7053","493225.016","488973.4246","487653.8128","490462.4503","483699.5426","481976.2979","485628.5919","479195.1722","477419.1571","481146.2243"
"nLx - person-years lived between ages x and x+n"," 25-29 years","492079.4025","490516.2673","493849.4144","490543.6602","488875.7888","492408.2718","487206.1514","485255.2234","489369.9116","481837.1646","479487.3267","484433.8496","476798.26","474783.1927","479003.7086"
"nLx - person-years lived between ages x and x+n"," 30-34 years","490285.616","487949.4342","492894.7693","488686.8317","486224.2285","491400.4101","484957.8663","482171.1367","488010.5027","479503.3424","476380.112","482923.6784","473718.9005","471516.6967","476120.6777"
"nLx - person-years lived between ages x and x+n"," 35-39 years","487730.3547","484308.5114","491498.0347","486149.0592","482676.6004","489937.0039","481921.239","477980.8781","486201.723","475992.2662","471731.9481","480614.2066","469601.3663","466685.0691","472759.2486"
"nLx - person-years lived between ages x and x+n"," 40-44 years","483951.9606","479013.014","489337.7901","482380.7701","477490.7351","487679.1035","477513.9949","471950.9325","483511.6765","470752.7173","464842.0615","477130.1266","463952.6915","459569.0679","468676.8092"
"nLx - person-years lived between ages x and x+n"," 45-49 years","478718.3547","471831.7608","486185.3277","476750.2222","469668.7296","484372.4782","470886.1365","463018.4785","479344.3146","463618.1063","455608.5627","472260.5158","455814.7025","449799.9397","462287.6712"
"nLx - person-years lived between ages x and x+n"," 50-54 years","471095.1619","461649.0015","481286.8342","468550.4313","458577.4522","479265.698","461564.0011","450742.5533","473230.7868","452724.7238","441970.2401","464358.2199","443835.237","435454.5824","452865.9489"
"nLx - person-years lived between ages x and x+n"," 55-59 years","459327.5607","446319.3119","473354.9241","456151.6512","442384.3775","471001.7184","447925.8234","433286.2737","463788.1653","435648.7996","420998.8315","451579.6012","426652.4581","413789.2109","440766.179"
"nLx - person-years lived between ages x and x+n"," 60-64 years","441185.0406","423290.7106","460552.604","436735.496","417498.3385","457612.8905","426024.9906","406007.7963","447880.3706","411024.2948","391543.9449","432540.4155","401645.9321","383111.5621","422505.085"
"nLx - person-years lived between ages x and x+n"," 65-69 years","413349.8953","389129.9128","439662.6711","406963.4308","380507.2511","435885.1139","392536.9152","365764.8957","422310.4674","374614.1417","349514.0923","403028.7026","364303.1313","339473.0131","392785.1452"
"nLx - person-years lived between ages x and x+n"," 70-74 years","369333.7266","337116.4233","404435.3228","361037.9908","326519.5778","399361.8402","342353.076","308356.4055","381144.3726","318662.8911","286934.7858","355284.7079","307396.1474","276265.2505","343536.4117"
"nLx - person-years lived between ages x and x+n"," 75-79 years","304242.6065","263862.4193","348649.4901","294165.6217","252032.3416","341829.5601","271293.9373","231235.9332","317644.7945","242870.7141","206088.4241","285721.965","232050.9477","196502.2199","273196.6126"
"nLx - person-years lived between ages x and x+n"," 80-84 years","216901.7816","172831.4624","266079.2074","206339.2906","161528.2938","257499.2922","180283.6618","139774.2342","227465.4784","154974.3848","119591.6423","196180.1557","147269.0585","112958.5145","186678.6762"
